id gene_short_name
ENSG00000272396.1 AC005392.3
ENSG00000272397.1 AL138916.2
ENSG00000272398.5 CD24
ENSG00000272400.1 AC103810.10
ENSG00000272402.1 AL031775.2
ENSG00000272405.1 AL365181.3
ENSG00000272406.1 AC108102.1
ENSG00000272407.1 AL022394.1
ENSG00000272410.5 AC022384.1
ENSG00000272411.1 AC116312.1
ENSG00000272412.2 RN7SL778P
ENSG00000272414.5 FAM47E-STBD1
ENSG00000272416.1 AC025175.1
ENSG00000272417.1 AC034229.4
ENSG00000272418.1 AC090607.4
ENSG00000272419.6 AC241585.2
ENSG00000272420.1 AL513477.2
ENSG00000272425.1 AC009902.3
ENSG00000272426.1 BX284668.6
ENSG00000272428.1 AL450270.1
ENSG00000272430.1 AL356056.3
ENSG00000272431.1 AC104117.5
ENSG00000272432.1 AL031432.3
ENSG00000272434.1 AC137630.3
ENSG00000272435.1 RNA5SP357
ENSG00000272436.1 CUX2P1
ENSG00000272438.1 AL645608.7
ENSG00000272439.1 RNU6-91P
ENSG00000272440.1 AC080013.6
ENSG00000272442.2 AL353588.1
ENSG00000272443.1 OR13Z2P
ENSG00000272444.1 AL118558.4
ENSG00000272445.1 RNU6-84P
ENSG00000272446.5 AL158850.2
ENSG00000272447.1 AL135925.1
ENSG00000272449.1 AL139246.5
ENSG00000272455.1 AL391244.3
ENSG00000272456.1 AC087045.2
ENSG00000272457.1 AC113194.1
ENSG00000272458.1 MIR432
ENSG00000272459.1 AC139795.3
ENSG00000272460.1 SNORD115-40
ENSG00000272461.1 AP005328.2
ENSG00000272462.2 U91328.2
ENSG00000272463.1 AL357054.4
ENSG00000272465.1 AL031768.1
ENSG00000272468.1 AL021807.1
ENSG00000272469.2 RN7SL760P
ENSG00000272472.1 AL512283.1
ENSG00000272473.1 AC006273.1
ENSG00000272474.1 SNORD113-5
ENSG00000272476.1 AL024507.2
ENSG00000272477.1 AC144521.1
ENSG00000272478.1 AL020996.3
ENSG00000272479.1 AC010857.1
ENSG00000272480.1 AC242628.1
ENSG00000272482.1 AC254633.1
ENSG00000272483.1 AC022001.3
ENSG00000272485.1 AL392183.1
ENSG00000272486.1 AC090922.1
ENSG00000272489.1 AL132656.3
ENSG00000272491.1 AL109659.2
ENSG00000272494.1 OR1X1P
ENSG00000272498.1 AC090948.2
ENSG00000272501.1 AL662844.4
ENSG00000272502.1 AC104958.2
ENSG00000272505.1 AC104964.3
ENSG00000272506.1 AL357078.3
ENSG00000272507.1 RNU6-88P
ENSG00000272508.1 AL136982.6
ENSG00000272509.1 AC087752.4
ENSG00000272510.1 AL121992.3
ENSG00000272512.1 AL645608.8
ENSG00000272514.5 CFAP206
ENSG00000272515.1 AL355578.1
ENSG00000272516.1 AL158211.4
ENSG00000272518.1 AC036214.2
ENSG00000272519.1 AC079610.3
ENSG00000272523.1 LINC01023
ENSG00000272525.1 AC099522.2
ENSG00000272529.1 AC090948.3
ENSG00000272533.1 SNORA28
ENSG00000272536.2 RN7SL840P
ENSG00000272537.1 AC005014.3
ENSG00000272540.1 AL662797.3
ENSG00000272541.1 AL021368.3
ENSG00000272542.1 AL137246.1
ENSG00000272543.1 MIR4787
ENSG00000272545.1 AC023813.4
ENSG00000272549.1 LINC02538
ENSG00000272551.1 AC017048.3
ENSG00000272554.1 AC012087.1
ENSG00000272555.1 AC009974.1
ENSG00000272556.2 GTF2IP13
ENSG00000272558.1 U91328.3
ENSG00000272559.1 AC103710.1
ENSG00000272562.1 AL512343.2
ENSG00000272563.1 AC016745.2
ENSG00000272564.1 AC012511.1
ENSG00000272566.1 AF250324.2
ENSG00000272567.1 AC109347.2
ENSG00000272568.5 AC005162.3
ENSG00000272569.1 AP004247.3
ENSG00000272572.1 AL138762.1
ENSG00000272573.5 MUSTN1
ENSG00000272574.1 AL596325.2
ENSG00000272575.5 LINC02098
ENSG00000272576.1 AC027271.1
ENSG00000272578.5 AP000347.1
ENSG00000272579.1 AL136370.1
ENSG00000272582.1 AL031587.3
ENSG00000272583.1 AL592494.3
ENSG00000272588.1 AC139887.4
ENSG00000272589.1 ZSWIM8-AS1
ENSG00000272592.1 AL451049.1
ENSG00000272593.1 AL359091.2
ENSG00000272595.2 AC092028.1
ENSG00000272597.1 AC063944.3
ENSG00000272599.2 AC016394.1
ENSG00000272600.1 AC007308.1
ENSG00000272601.1 AC010655.3
ENSG00000272602.5 ZNF595
ENSG00000272604.1 AC073073.2
ENSG00000272606.1 AC015982.1
ENSG00000272609.1 AC016252.1
ENSG00000272610.1 MAGI1-IT1
ENSG00000272617.2 COG8
ENSG00000272619.1 AC093673.2
ENSG00000272620.1 AFAP1-AS1
ENSG00000272622.1 AC010735.2
ENSG00000272625.1 AP000919.4
ENSG00000272626.1 AC021146.12
ENSG00000272627.1 AC016542.1
ENSG00000272630.1 AL731563.3
ENSG00000272631.1 AC067750.1
ENSG00000272632.1 AC097504.2
ENSG00000272634.2 AC103710.2
ENSG00000272635.1 AC006504.7
ENSG00000272636.3 DOC2B
ENSG00000272638.1 AC006027.1
ENSG00000272639.1 AC015712.5
ENSG00000272642.1 AP003121.1
ENSG00000272644.1 AC097468.3
ENSG00000272645.3 GTF2IP20
ENSG00000272646.1 AC079766.1
ENSG00000272647.3 AC005020.2
ENSG00000272650.1 AC110792.4
ENSG00000272654.1 AL358472.2
ENSG00000272655.2 POLR2J4
ENSG00000272656.1 AC024933.1
ENSG00000272657.1 AP000317.2
ENSG00000272660.1 AC090425.1
ENSG00000272661.1 AC021097.1
ENSG00000272662.1 AC073352.1
ENSG00000272663.1 AC093635.1
ENSG00000272664.1 AC103710.3
ENSG00000272666.1 U62317.2
ENSG00000272667.1 AC012306.2
ENSG00000272668.1 AL590560.2
ENSG00000272669.1 AL021707.6
ENSG00000272672.1 AL391497.1
ENSG00000272674.3 PCDHB16
ENSG00000272676.1 AP001521.1
ENSG00000272677.1 AC124016.1
ENSG00000272678.1 AC112503.1
ENSG00000272679.1 AL355987.2
ENSG00000272681.2 FAM223B
ENSG00000272682.1 AC004471.2
ENSG00000272685.1 AP004247.4
ENSG00000272686.1 AC006333.2
ENSG00000272688.1 AP005329.3
ENSG00000272689.1 AC004832.4
ENSG00000272690.5 LINC02018
ENSG00000272691.1 AC092807.2
ENSG00000272692.1 AC010997.4
ENSG00000272693.3 AC073107.1
ENSG00000272694.1 Z94160.2
ENSG00000272695.1 GAS6-AS2
ENSG00000272696.1 AL359091.3
ENSG00000272699.1 AC007620.3
ENSG00000272701.2 AC007938.4
ENSG00000272702.1 AC010913.1
ENSG00000272703.1 AP005137.2
ENSG00000272707.1 AC046143.2
ENSG00000272710.2 AC133041.1
ENSG00000272711.1 AC019069.1
ENSG00000272714.1 AL139098.2
ENSG00000272715.1 AL157904.1
ENSG00000272716.1 AL121658.1
ENSG00000272717.1 AC112236.2
ENSG00000272719.1 AC006483.2
ENSG00000272720.1 AL022322.1
ENSG00000272721.5 AC131235.3
ENSG00000272724.1 OR7E47P
ENSG00000272727.1 LINC02266
ENSG00000272729.1 AC009336.1
ENSG00000272732.1 AC004982.1
ENSG00000272733.1 AP000345.2
ENSG00000272734.1 ADIRF-AS1
ENSG00000272735.1 AC007881.3
ENSG00000272736.5 AC005323.2
ENSG00000272741.1 AC069257.3
ENSG00000272742.1 AC135457.1
ENSG00000272744.1 AC107214.2
ENSG00000272745.1 AC004948.1
ENSG00000272746.1 AP005131.7
ENSG00000272748.1 AC063962.1
ENSG00000272750.1 AL592148.3
ENSG00000272752.6 STAG3L5P-PVRIG2P-PILRB
ENSG00000272754.1 AL133245.1
ENSG00000272755.1 AC245297.2
ENSG00000272758.5 AC083798.2
ENSG00000272760.1 AC093726.1
ENSG00000272762.5 AC115284.1
ENSG00000272763.1 AC103702.2
ENSG00000272764.1 AL596094.1
ENSG00000272767.1 JMJD1C-AS1
ENSG00000272768.1 AC004854.2
ENSG00000272769.1 AC097532.2
ENSG00000272770.1 AC005696.2
ENSG00000272772.1 AC104109.3
ENSG00000272774.1 AC112219.2
ENSG00000272777.1 AC019131.2
ENSG00000272779.1 AC245060.4
ENSG00000272780.5 AC233702.10
ENSG00000272783.1 AC147067.2
ENSG00000272784.1 AC019193.2
ENSG00000272787.1 AC253536.6
ENSG00000272788.1 AP000864.1
ENSG00000272789.1 AC010976.2
ENSG00000272791.1 AC073389.3
ENSG00000272795.1 AC126283.1
ENSG00000272797.1 AC092954.1
ENSG00000272798.1 AL008721.1
ENSG00000272799.1 AC006238.1
ENSG00000272800.1 AC021851.1
ENSG00000272801.1 AC004080.5
ENSG00000272804.3 KRTAP10-7
ENSG00000272807.1 AC007038.2
ENSG00000272808.3 AC015712.6
ENSG00000272810.1 U91328.4
ENSG00000272812.1 AC004908.2
ENSG00000272814.1 AC093732.2
ENSG00000272815.1 AC098850.5
ENSG00000272817.1 AL359198.1
ENSG00000272821.1 U62317.3
ENSG00000272822.1 AC073610.3
ENSG00000272823.1 AL445423.1
ENSG00000272824.1 AC245100.7
ENSG00000272825.1 AL844908.1
ENSG00000272827.1 AL391813.2
ENSG00000272829.1 AC002470.1
ENSG00000272831.1 AC027644.3
ENSG00000272832.1 AC022296.3
ENSG00000272834.1 AL022238.3
ENSG00000272836.1 AL022328.1
ENSG00000272837.1 AC009779.7
ENSG00000272839.1 AC011899.3
ENSG00000272840.1 AC092902.3
ENSG00000272841.1 AL139393.2
ENSG00000272842.1 AL391834.1
ENSG00000272843.1 AC211476.2
ENSG00000272844.1 AC074044.1
ENSG00000272848.1 AL009176.1
ENSG00000272849.1 AC084018.1
ENSG00000272851.1 AC096772.1
ENSG00000272853.1 AC069544.1
ENSG00000272854.1 AC004839.1
ENSG00000272855.1 AC104458.1
ENSG00000272856.1 AC112250.2
ENSG00000272858.1 Z93930.3
ENSG00000272861.1 AC012360.2
ENSG00000272862.1 AC106052.1
ENSG00000272864.1 AC135803.1
ENSG00000272865.1 AL591686.2
ENSG00000272866.1 AL135786.2
ENSG00000272869.5 AC008575.2
ENSG00000272870.1 AC097534.2
ENSG00000272871.1 AL159169.2
ENSG00000272872.1 AP000525.1
ENSG00000272874.1 AL034548.1
ENSG00000272880.1 AL161734.1
ENSG00000272882.1 OR2BH1P
ENSG00000272884.1 AC113189.4
ENSG00000272885.1 AC092574.1
ENSG00000272886.5 DCP1A
ENSG00000272887.1 CSPG4P5
ENSG00000272888.5 LINC01578
ENSG00000272892.1 AL133551.1
ENSG00000272894.5 AC004982.2
ENSG00000272895.1 AC009303.3
ENSG00000272896.1 AL355987.3
ENSG00000272897.5 AL109827.1
ENSG00000272899.3 AC025594.2
ENSG00000272900.1 AP000435.2
ENSG00000272902.2 TBC1D8-AS1
ENSG00000272904.1 AL390726.3
ENSG00000272905.1 AC018648.1
ENSG00000272906.1 AL353708.3
ENSG00000272908.1 AC006033.2
ENSG00000272909.1 AL122035.2
ENSG00000272910.1 AC090425.2
ENSG00000272911.1 AC005696.3
ENSG00000272912.1 AL356608.1
ENSG00000272913.1 AC009237.14
ENSG00000272914.1 AL359532.1
ENSG00000272915.1 AC018635.2
ENSG00000272916.5 AC022400.6
ENSG00000272917.1 AC010186.4
ENSG00000272918.1 AC005070.3
ENSG00000272920.1 hsa-mir-1253
ENSG00000272921.1 AC005832.4
ENSG00000272922.1 AC107294.1
ENSG00000272923.1 AC092139.2
ENSG00000272927.1 AC107464.3
ENSG00000272931.1 AC099568.2
ENSG00000272933.1 AL391121.1
ENSG00000272934.1 AL390726.4
ENSG00000272936.1 AC096586.1
ENSG00000272937.2 AC009779.8
ENSG00000272940.1 U62317.4
ENSG00000272941.1 AC083862.2
ENSG00000272942.1 AL022324.3
ENSG00000272944.1 AC079834.2
ENSG00000272945.1 AL356299.2
ENSG00000272948.2 AP001412.1
ENSG00000272949.1 AC093668.2
ENSG00000272950.1 AC093799.2
ENSG00000272953.1 AC092171.4
ENSG00000272954.1 AP000553.1
ENSG00000272958.1 AP000322.2
ENSG00000272963.1 OR7A19P
ENSG00000272966.1 AC064836.2
ENSG00000272967.1 AC073352.2
ENSG00000272968.5 RBAK-RBAKDN
ENSG00000272969.1 AC024243.1
ENSG00000272970.1 AC107294.2
ENSG00000272971.1 AL365181.4
ENSG00000272973.1 AP000350.5
ENSG00000272975.1 MYHAS
ENSG00000272977.1 AL008721.2
ENSG00000272979.1 AC093388.1
ENSG00000272980.4 Z94721.2
ENSG00000272981.1 AP001993.2
ENSG00000272982.1 AL355816.1
ENSG00000272983.1 AL117339.4
ENSG00000272984.1 AC007349.4
ENSG00000272986.1 AC009570.1
ENSG00000272987.1 AP002512.3
ENSG00000272988.1 AC022392.1
ENSG00000272989.1 LINC02012
ENSG00000272990.1 AC084036.1
ENSG00000272991.1 AF129408.1
ENSG00000272993.1 AC239868.4
ENSG00000272994.1 AC012360.3
ENSG00000272995.1 AC097505.1
ENSG00000273000.5 AP000347.2
ENSG00000273001.1 AL731533.2
ENSG00000273002.1 AL355388.2
ENSG00000273003.1 ARL2-SNX15
ENSG00000273004.1 AL078644.1
ENSG00000273006.1 AC009229.3
ENSG00000273007.1 AC021205.3
ENSG00000273008.1 AC010864.1
ENSG00000273010.1 AL360270.3
ENSG00000273011.1 AC092681.3
ENSG00000273012.1 AL353600.1
ENSG00000273013.1 AC117490.2
ENSG00000273014.1 AC018645.2
ENSG00000273015.2 AC008124.1
ENSG00000273017.1 AP000240.1
ENSG00000273018.5 AC107983.2
ENSG00000273024.6 INTS4P2
ENSG00000273025.1 AC009690.3
ENSG00000273026.1 AL358472.3
ENSG00000273027.1 AL844908.2
ENSG00000273032.1 DGCR9
ENSG00000273033.2 LINC02035
ENSG00000273035.1 AC007684.1
ENSG00000273036.3 AL390726.5
ENSG00000273038.2 AL365203.3
ENSG00000273041.1 ATF4P2
ENSG00000273044.1 AL022334.2
ENSG00000273045.5 C2orf15
ENSG00000273046.1 AC012531.2
ENSG00000273047.1 AL121845.2
ENSG00000273049.1 AC012531.3
ENSG00000273051.1 AC103710.4
ENSG00000273055.1 AC005046.1
ENSG00000273056.1 AL354694.1
ENSG00000273058.2 AL359921.2
ENSG00000273059.1 AC239803.2
ENSG00000273061.1 CDC37L1-AS1
ENSG00000273062.1 AL449106.1
ENSG00000273063.1 AC007250.1
ENSG00000273064.1 AC017083.2
ENSG00000273066.5 AL355987.4
ENSG00000273068.1 Z99755.2
ENSG00000273069.1 AC211433.2
ENSG00000273071.1 AC242426.4
ENSG00000273073.1 AC073869.3
ENSG00000273076.1 AL021707.7
ENSG00000273077.1 AC110609.1
ENSG00000273079.5 GRIN2B
ENSG00000273080.1 AC009309.1
ENSG00000273082.1 Z73429.1
ENSG00000273084.1 AC092171.5
ENSG00000273085.1 AC113331.2
ENSG00000273088.1 AL713999.1
ENSG00000273090.1 AC007378.1
ENSG00000273091.1 AP000255.1
ENSG00000273093.1 AC097065.2
ENSG00000273096.1 AL021707.8
ENSG00000273098.1 AC005303.1
ENSG00000273100.1 AL596442.2
ENSG00000273102.1 AP000569.1
ENSG00000273104.1 AP000322.3
ENSG00000273106.1 AC019129.2
ENSG00000273107.1 AL512598.1
ENSG00000273108.1 AL121929.2
ENSG00000273110.1 AL162591.3
ENSG00000273111.5 LYPD4
ENSG00000273112.1 AL590385.2
ENSG00000273113.1 AC133528.1
ENSG00000273115.1 AP001596.2
ENSG00000273117.1 AC144652.1
ENSG00000273118.1 AC093865.1
ENSG00000273119.1 AP005229.2
ENSG00000273123.1 AC020634.1
ENSG00000273124.1 AL365434.2
ENSG00000273125.1 LINC01990
ENSG00000273129.1 PACERR
ENSG00000273132.1 AL355312.3
ENSG00000273133.1 AC116651.1
ENSG00000273136.6 NBPF26
ENSG00000273137.1 AL022328.2
ENSG00000273138.1 AC005021.1
ENSG00000273139.1 AC007663.3
ENSG00000273141.1 AP001269.4
ENSG00000273142.1 AC073335.2
ENSG00000273143.1 AL355512.1
ENSG00000273145.1 BX537318.1
ENSG00000273148.1 AL035563.1
ENSG00000273149.1 AL138963.3
ENSG00000273151.1 AC073957.3
ENSG00000273153.1 AC067747.1
ENSG00000273154.3 AL121845.3
ENSG00000273155.1 AC092587.1
ENSG00000273156.1 AC124016.2
ENSG00000273160.1 AL359962.2
ENSG00000273162.1 AL133215.2
ENSG00000273164.1 DGCR10
ENSG00000273165.1 AL121652.1
ENSG00000273167.1 AL359736.1
ENSG00000273171.1 AC002094.3
ENSG00000273172.1 LINC02091
ENSG00000273173.5 SNURF
ENSG00000273174.1 AC108673.2
ENSG00000273175.1 BX323046.1
ENSG00000273176.1 AL008635.1
ENSG00000273177.1 AC092954.2
ENSG00000273179.1 AC092535.4
ENSG00000273180.1 AC019193.3
ENSG00000273181.1 AC131235.4
ENSG00000273183.1 AC093726.2
ENSG00000273184.1 AC010655.4
ENSG00000273186.1 AL359091.4
ENSG00000273188.1 AL022328.3
ENSG00000273189.1 AC010619.2
ENSG00000273192.1 AL671710.1
ENSG00000273196.1 AC062037.2
ENSG00000273198.1 AL096803.3
ENSG00000273199.1 AP000692.2
ENSG00000273203.1 AC006946.2
ENSG00000273204.1 AC104506.1
ENSG00000273209.1 AC069148.1
ENSG00000273210.1 AP001437.1
ENSG00000273211.1 AC137630.4
ENSG00000273212.1 AC000068.2
ENSG00000273213.1 AC239798.4
ENSG00000273214.1 AL031587.4
ENSG00000273216.1 AC002059.1
ENSG00000273217.1 AC008695.1
ENSG00000273218.1 AC005776.2
ENSG00000273219.1 AC091736.1
ENSG00000273221.1 AL355816.2
ENSG00000273225.4 FAM25BP
ENSG00000273226.1 AL391834.2
ENSG00000273228.1 AP002826.1
ENSG00000273230.1 AC102953.2
ENSG00000273232.1 AC090912.3
ENSG00000273233.1 AC097724.1
ENSG00000273234.1 AC091768.1
ENSG00000273237.1 AC004520.1
ENSG00000273238.2 AC116565.1
ENSG00000273240.1 AC013468.1
ENSG00000273243.1 Z82243.1
ENSG00000273244.1 AC005301.1
ENSG00000273245.1 AC092653.1
ENSG00000273247.5 AC097376.2
ENSG00000273248.1 AC010997.5
ENSG00000273249.1 BX649632.1
ENSG00000273252.1 AC079882.1
ENSG00000273253.2 AL022328.4
ENSG00000273254.1 AF129075.2
ENSG00000273255.1 AP001521.2
ENSG00000273257.1 AC069200.1
ENSG00000273258.1 AC016737.2
ENSG00000273259.3 AL049839.2
ENSG00000273261.1 AC092953.2
ENSG00000273262.1 AL121928.1
ENSG00000273264.1 AL360219.1
ENSG00000273265.1 AC092636.1
ENSG00000273267.1 AC097381.3
ENSG00000273269.2 STPG4
ENSG00000273270.1 AC090114.2
ENSG00000273271.1 AP000254.1
ENSG00000273272.1 U62317.5
ENSG00000273274.1 ZBTB8B
ENSG00000273275.1 AC017083.3
ENSG00000273284.1 AP001033.2
ENSG00000273287.2 AL008718.2
ENSG00000273289.1 AL121672.3
ENSG00000273291.5 AC092042.3
ENSG00000273293.1 AC093458.1
ENSG00000273294.1 C1QTNF3-AMACR
ENSG00000273295.1 AP000350.6
ENSG00000273297.1 AC009275.1
ENSG00000273299.1 AC006153.1
ENSG00000273300.1 AC000068.3
ENSG00000273301.1 AC016717.2
ENSG00000273302.1 AC016747.3
ENSG00000273305.1 AC009237.15
ENSG00000273306.1 AC018690.1
ENSG00000273308.1 AC024560.3
ENSG00000273311.1 DGCR11
ENSG00000273312.2 AL121749.1
ENSG00000273313.1 RBAKDN
ENSG00000273314.1 AC005229.4
ENSG00000273319.1 AC058791.1
ENSG00000273320.1 AC007032.1
ENSG00000273321.1 AC023983.2
ENSG00000273325.1 AL008723.3
ENSG00000273327.1 OR6L2P
ENSG00000273328.5 AC099329.2
ENSG00000273329.1 AC078846.1
ENSG00000273330.1 CYP4F36P
ENSG00000273331.1 TM4SF19-TCTEX1D2
ENSG00000273333.2 AL662884.1
ENSG00000273335.1 AP005432.2
ENSG00000273336.1 OR7M1P
ENSG00000273338.1 AC103591.3
ENSG00000273340.1 MICE
ENSG00000273341.1 AC004921.1
ENSG00000273342.1 AP000553.2
ENSG00000273343.1 AC007663.4
ENSG00000273344.1 PAXIP1-AS1
ENSG00000273345.5 AC104109.4
ENSG00000273348.1 AC027449.1
ENSG00000273350.1 AC004832.5
ENSG00000273353.1 AL008718.3
ENSG00000273355.1 AP000894.4
ENSG00000273356.1 LINC02019
ENSG00000273360.1 AC022017.1
ENSG00000273361.1 AC021016.3
ENSG00000273362.1 AP000547.2
ENSG00000273363.1 AL353801.3
ENSG00000273365.1 AL451074.6
ENSG00000273366.1 Z83851.2
ENSG00000273367.1 AL355472.4
ENSG00000273368.1 AC006566.1
ENSG00000273369.1 AC096586.2
ENSG00000273370.1 AC108747.1
ENSG00000273372.1 SFTPD-AS1
ENSG00000273373.1 AL355488.2
ENSG00000273374.1 AC069222.1
ENSG00000273375.1 AC055764.2
ENSG00000273377.1 AC004853.2
ENSG00000273381.1 AL158071.4
ENSG00000273382.1 AL356488.3
ENSG00000273384.1 AL137796.1
ENSG00000273387.1 AC005005.3
ENSG00000273388.1 AC005291.2
ENSG00000273391.1 AC083880.1
ENSG00000273394.1 AC128687.2
ENSG00000273396.1 LINC01396
ENSG00000273398.6 AC017083.4
ENSG00000273399.2 AL159169.3
ENSG00000273402.1 AC004908.3
ENSG00000273403.1 AC107294.3
ENSG00000273406.1 AC245008.1
ENSG00000273407.1 AC069294.1
ENSG00000273408.1 AP002345.2
ENSG00000273409.2 AP003481.1
ENSG00000273413.1 AL136982.7
ENSG00000273415.1 AP000904.1
ENSG00000273416.1 AL732292.2
ENSG00000273419.1 AC004877.1
ENSG00000273420.1 AC008738.7
ENSG00000273423.1 OR13I1P
ENSG00000273424.1 AL008582.1
ENSG00000273428.3 AC004832.6
ENSG00000273432.1 AC004951.4
ENSG00000273433.1 AC004080.6
ENSG00000273434.1 AC090115.4
ENSG00000273437.1 AC108673.3
ENSG00000273442.1 AC006946.3
ENSG00000273443.1 AL645608.9
ENSG00000273444.1 AC006023.2
ENSG00000273445.1 AC133644.2
ENSG00000273447.1 AC004067.1
ENSG00000273448.1 AC006480.2
ENSG00000273449.1 AC093788.1
ENSG00000273450.1 AL139124.1
ENSG00000273451.1 AL031666.3
ENSG00000273454.1 AC112503.2
ENSG00000273455.1 AC072039.2
ENSG00000273456.1 AC064836.3
ENSG00000273461.5 AC105265.3
ENSG00000273464.1 AP000238.1
ENSG00000273466.1 AC012510.1
ENSG00000273471.1 AC112229.4
ENSG00000273472.1 AC096733.2
ENSG00000273473.1 BX649601.1
ENSG00000273474.1 AL157392.4
ENSG00000273476.1 AL133215.3
ENSG00000273478.1 AC099676.1
ENSG00000273481.1 AL391069.4
ENSG00000273483.1 AL354760.1
ENSG00000273484.1 OR6R2P
ENSG00000273485.1 AL139339.2
ENSG00000273486.1 AC096992.2
ENSG00000273487.1 AC104836.2
ENSG00000273489.1 AC008264.2
ENSG00000273492.5 AP000229.1
ENSG00000273493.1 AC098479.1
ENSG00000273496.1 AC011841.1
ENSG00000273497.1 AL359198.2
ENSG00000273499.1 SNORA40
ENSG00000273500.1 MIR6129
ENSG00000273507.4 AL354809.1
ENSG00000273509.1 CNTNAP3P1
ENSG00000273512.1 AC022748.3
ENSG00000273513.1 TBC1D3K
ENSG00000273514.1 FOXD4L6
ENSG00000273515.1 DAOA-AS1_2
ENSG00000273516.1 U1
ENSG00000273520.4 SPDYE8P
ENSG00000273521.1 AL162274.1
ENSG00000273523.1 AL139082.1
ENSG00000273524.1 Metazoa_SRP
ENSG00000273532.1 H19_1
ENSG00000273536.1 AC121758.3
ENSG00000273537.1 ZEB2_AS1_3
ENSG00000273540.3 AGBL1
ENSG00000273541.1 DLEU1_2
ENSG00000273542.1 HIST1H4K
ENSG00000273544.1 SNORA44
ENSG00000273549.1 Metazoa_SRP
ENSG00000273550.1 AL354810.1
ENSG00000273551.1 AC120498.8
ENSG00000273552.1 AL136439.1
ENSG00000273553.1 AC016597.2
ENSG00000273554.4 AC136616.1
ENSG00000273555.1 MIR6812
ENSG00000273557.1 AC008781.3
ENSG00000273558.1 AL512310.11
ENSG00000273559.4 CWC25
ENSG00000273565.1 AL691403.2
ENSG00000273566.1 Metazoa_SRP
ENSG00000273567.1 REXO1L3P
ENSG00000273568.1 AC131009.3
ENSG00000273569.1 AC008432.1
ENSG00000273570.1 RMST_5
ENSG00000273571.1 ST7-OT4_2
ENSG00000273573.1 Metazoa_SRP
ENSG00000273576.1 AC009283.1
ENSG00000273580.1 AC087072.2
ENSG00000273582.1 AC009093.5
ENSG00000273584.1 AC096708.4
ENSG00000273585.1 LINC02348
ENSG00000273586.2 OR10G1P
ENSG00000273587.1 SNORA78
ENSG00000273588.1 AC093838.1
ENSG00000273589.1 AC008175.2
ENSG00000273590.4 SMIM11B
ENSG00000273591.1 7SK
ENSG00000273593.1 MIR7160
ENSG00000273595.1 AC092106.3
ENSG00000273596.1 ST7-OT4_1
ENSG00000273597.1 AL355377.1
ENSG00000273598.1 AC211486.3
ENSG00000273599.1 AL731571.1
ENSG00000273600.1 AP001877.1
ENSG00000273604.1 EPOP
ENSG00000273606.1 MIR6776
ENSG00000273609.1 AC005562.2
ENSG00000273610.1 RN7SL386P
ENSG00000273611.4 ZNHIT3
ENSG00000273612.1 DLEU2_4
ENSG00000273613.1 MIR6511A4
ENSG00000273614.1 SNORA11
ENSG00000273618.1 AL135999.2
ENSG00000273619.1 AL121832.2
ENSG00000273621.1 uc_338
ENSG00000273623.1 TP53TG1_1
ENSG00000273627.1 MIR4726
ENSG00000273628.1 AL354798.1
ENSG00000273629.1 U7
ENSG00000273634.1 AC079395.2
ENSG00000273637.1 AL139260.2
ENSG00000273639.5 AL512310.12
ENSG00000273640.1 WBP1LP8
ENSG00000273643.1 PPP1R26P2
ENSG00000273644.1 AC215522.1
ENSG00000273648.1 MIR8065
ENSG00000273650.1 AC100793.4
ENSG00000273654.1 AC020904.2
ENSG00000273657.1 MIR6792
ENSG00000273658.1 uc_338
ENSG00000273659.1 AC108125.1
ENSG00000273664.1 AC010776.3
ENSG00000273668.1 AL136317.1
ENSG00000273669.1 AC015819.1
ENSG00000273674.4 AC021752.1
ENSG00000273675.1 AL118556.2
ENSG00000273677.1 WT1-AS_2
ENSG00000273679.1 AC100757.1
ENSG00000273680.1 AC009318.2
ENSG00000273682.1 AC109583.2
ENSG00000273687.1 AC004223.4
ENSG00000273691.1 AC087284.1
ENSG00000273692.1 AL050303.2
ENSG00000273693.1 C2orf27AP1
ENSG00000273694.1 U2
ENSG00000273696.4 CT45A7
ENSG00000273698.1 MRPL57P1
ENSG00000273700.1 MIR6760
ENSG00000273701.1 PART1_1
ENSG00000273702.1 AC091271.1
ENSG00000273703.1 HIST1H2BM
ENSG00000273704.1 AL596245.1
ENSG00000273706.4 LHX1
ENSG00000273709.1 U2
ENSG00000273710.1 Metazoa_SRP
ENSG00000273711.1 AC005520.5
ENSG00000273712.1 AL021997.2
ENSG00000273716.2 AC092670.1
ENSG00000273717.1 RN7SL343P
ENSG00000273719.1 AL359547.2
ENSG00000273720.1 AC091812.2
ENSG00000273721.1 AC087385.3
ENSG00000273723.1 AL139089.1
ENSG00000273724.1 AC106782.5
ENSG00000273725.1 Metazoa_SRP
ENSG00000273727.1 U1
ENSG00000273729.1 AC007686.3
ENSG00000273730.1 RNA5-8SN3
ENSG00000273731.1 AC007967.4
ENSG00000273732.1 VN1R74P
ENSG00000273733.1 AC011472.4
ENSG00000273734.1 AC005258.1
ENSG00000273736.1 AC244100.1
ENSG00000273739.1 pRNA
ENSG00000273742.1 MIR6075
ENSG00000273744.1 U4
ENSG00000273745.1 MIR6870
ENSG00000273746.1 AC234791.1
ENSG00000273747.1 AC022558.3
ENSG00000273748.1 AL592183.1
ENSG00000273749.4 CYFIP1
ENSG00000273750.1 HOXB13-AS1_1
ENSG00000273756.4 AC100756.3
ENSG00000273758.1 MIR6790
